gene,SJ1,SJ10,SJ11,SJ12,SJ2,SJ3,SJ4,SJ5,SJ6,SJ7,SJ8,SJ9
ENSMUSG00000115231,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115232,0,22,0,0,59,40,9,0,48,14,0,36
ENSMUSG00000115233,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115234,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115235,0,0,0,7,5,2,7,1,0,6,0,0
ENSMUSG00000115236,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115237,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115238,0,0,3,0,0,0,0,0,0,0,0,0
ENSMUSG00000115239,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115240,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115241,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115242,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115243,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115244,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115245,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115246,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115247,0,1,0,2,1,1,1,0,0,0,0,0
ENSMUSG00000115248,0,0,49,0,0,0,22,0,0,14,113,0
ENSMUSG00000115249,0,8,7,14,10,11,4,0,4,6,0,7
ENSMUSG00000115250,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115251,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115252,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115253,0,7,2,2,1,0,6,0,0,1,0,0
ENSMUSG00000115254,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115256,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115257,0,0,0,5,0,0,0,0,0,0,0,0
ENSMUSG00000115258,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115259,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115260,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115261,2,1,6,0,2,2,0,1,1,0,1,0
ENSMUSG00000115262,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115263,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115264,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115265,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115266,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115267,23,22,39,42,37,29,51,39,14,64,93,33
ENSMUSG00000115268,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115269,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115270,0,5,7,4,0,1,17,3,14,0,0,0
ENSMUSG00000115271,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115272,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115273,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115274,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115275,3,0,1,0,2,5,1,0,0,0,0,0
ENSMUSG00000115276,7,23,7,13,8,14,20,14,3,11,10,19
ENSMUSG00000115277,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115278,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115279,0,10,16,39,27,24,7,16,2,19,24,9
ENSMUSG00000115280,0,1,4,13,3,3,1,1,0,7,0,0
ENSMUSG00000115281,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115282,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115283,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115284,0,3,8,0,10,17,0,0,3,6,4,2
ENSMUSG00000115285,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115286,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115287,0,0,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000115288,1,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115289,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000115290,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115291,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115292,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115293,7,6,8,18,0,10,0,0,3,8,1,13
ENSMUSG00000115294,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115295,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115296,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115297,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115298,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115299,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115300,0,0,1,0,0,0,0,0,0,2,0,0
ENSMUSG00000115301,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115302,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115303,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115304,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115305,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115306,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115307,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000115308,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115309,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115310,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115311,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115312,0,3,0,0,0,0,8,2,0,0,0,0
ENSMUSG00000115313,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115314,7,0,0,1,6,4,4,5,0,5,0,4
ENSMUSG00000115315,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115316,23,7,4,3,29,14,11,10,14,23,42,7
ENSMUSG00000115317,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115318,44,30,20,11,36,31,21,35,15,77,59,28
ENSMUSG00000115319,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115320,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115321,4,0,0,0,5,6,1,1,0,0,1,0
ENSMUSG00000115322,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115323,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115324,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115325,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115326,1,0,0,0,0,0,0,2,0,0,0,1
ENSMUSG00000115327,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115328,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115329,10,1,2,0,0,0,0,3,0,0,5,1
ENSMUSG00000115330,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115331,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115332,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115333,1,0,0,0,0,2,0,0,0,0,0,1
ENSMUSG00000115334,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115335,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115336,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115337,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115338,10736,6603,8001,8679,12373,9451,10559,9792,10749,8129,10143,7192
ENSMUSG00000115339,0,0,0,0,0,0,0,3,0,0,0,0
ENSMUSG00000115340,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115341,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115342,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115343,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115344,0,0,0,4,0,13,6,0,0,9,0,29
ENSMUSG00000115345,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115346,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115347,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115348,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115349,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115350,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115351,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115352,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115353,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115354,9,5,2,18,5,2,16,1,0,4,7,7
ENSMUSG00000115355,0,0,2,7,0,0,3,0,2,0,0,0
ENSMUSG00000115356,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115357,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115358,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115359,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115360,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115361,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115362,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115363,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115365,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115366,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115367,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115368,241,1323,709,856,272,1297,1471,733,976,198,229,1630
ENSMUSG00000115369,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115370,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115371,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115372,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115373,2,2,0,3,2,3,0,0,3,5,0,0
ENSMUSG00000115374,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115375,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115376,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115377,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115378,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115379,0,10,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115380,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115381,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000115382,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115383,0,0,0,0,4,4,0,0,0,0,0,0
ENSMUSG00000115384,0,0,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000115385,0,0,0,0,2,0,0,0,0,0,0,0
ENSMUSG00000115386,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115387,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115388,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115389,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115390,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115391,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115392,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115393,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115394,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115395,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115396,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115397,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115398,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115399,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115400,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115401,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115402,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115403,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115404,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115405,8,0,3,0,3,0,0,0,4,5,15,6
ENSMUSG00000115406,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115407,1,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115408,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115409,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115410,0,0,0,0,0,0,0,0,0,0,0,8
ENSMUSG00000115411,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115412,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115413,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115414,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115415,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115416,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115417,0,0,3,10,1,5,4,0,4,3,8,0
ENSMUSG00000115418,0,0,0,0,3,0,0,0,0,0,0,0
ENSMUSG00000115419,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115420,13,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115421,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115422,8,0,4,0,2,1,0,0,0,2,1,0
ENSMUSG00000115423,513,488,627,602,694,556,641,497,573,537,447,526
ENSMUSG00000115424,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115425,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115426,2,0,0,0,5,0,0,0,8,5,0,0
ENSMUSG00000115427,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115428,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115429,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115430,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115431,9,0,0,26,0,0,0,0,0,0,0,0
ENSMUSG00000115432,0,0,0,0,0,0,0,0,0,0,0,6
ENSMUSG00000115433,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115434,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115435,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115436,0,0,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000115437,0,0,0,0,1,0,0,0,0,0,0,1
ENSMUSG00000115438,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115439,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115440,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115441,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115443,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115444,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115445,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115446,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115447,15,13,10,12,12,35,23,14,19,6,4,8
ENSMUSG00000115448,0,0,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000115449,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115450,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115451,0,0,0,0,0,0,0,0,0,5,0,0
ENSMUSG00000115452,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115453,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115454,1,0,3,0,0,0,3,0,0,0,0,0
ENSMUSG00000115455,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000115456,0,0,0,0,5,0,2,3,0,2,0,2
ENSMUSG00000115457,2,0,0,1,3,0,0,0,3,0,2,3
ENSMUSG00000115458,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115459,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115460,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115461,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115462,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115463,3,6,10,2,7,3,0,2,3,4,0,1
ENSMUSG00000115464,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115465,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115466,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115467,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115468,4,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115469,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115470,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115471,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115472,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115473,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115474,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115475,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115476,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115477,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115478,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115479,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115480,45,4,4,10,20,68,57,6,72,5,0,10
ENSMUSG00000115481,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115482,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115483,0,7,8,0,0,2,3,0,0,0,0,10
ENSMUSG00000115484,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115485,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115486,4,1,0,0,1,3,3,1,2,4,1,0
ENSMUSG00000115487,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115488,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115489,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115490,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115491,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115492,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115493,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000115494,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115495,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115497,0,0,0,0,0,0,0,0,0,2,0,0
ENSMUSG00000115498,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115499,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115500,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115501,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115502,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115503,0,0,0,2,2,0,1,0,0,2,1,0
ENSMUSG00000115504,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115505,0,1,0,1,1,0,2,1,4,0,0,2
ENSMUSG00000115506,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115507,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115508,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115509,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115510,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115511,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115512,0,0,0,2,0,1,0,0,0,0,1,0
ENSMUSG00000115513,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115514,0,0,0,0,0,0,0,1,0,0,0,1
ENSMUSG00000115515,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115516,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115517,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115518,4,8,7,3,6,4,2,5,21,2,0,0
ENSMUSG00000115519,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115520,0,0,3,0,1,1,1,0,0,3,0,1
ENSMUSG00000115521,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115522,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115523,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115524,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115525,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115526,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115527,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115528,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115529,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115530,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115531,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000115532,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115533,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115534,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115535,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115536,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115537,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115538,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115539,5,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115540,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115541,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115542,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115543,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115544,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115545,0,0,2,0,3,0,0,1,3,0,0,0
ENSMUSG00000115546,0,0,3,3,5,3,0,0,1,3,9,0
ENSMUSG00000115547,0,0,0,0,0,0,0,0,0,3,0,0
ENSMUSG00000115548,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115549,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115550,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115551,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115552,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115553,0,0,5,0,0,3,6,4,0,0,0,0
ENSMUSG00000115554,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115555,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115556,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115557,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115558,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115559,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115560,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115561,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115562,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115563,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115564,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115565,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115566,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115567,0,0,0,0,5,0,0,0,0,0,0,0
ENSMUSG00000115568,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115569,4,0,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000115570,0,3,0,0,0,3,0,0,0,0,0,0
ENSMUSG00000115571,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115572,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115573,10,0,8,1,0,0,1,0,0,0,0,0
ENSMUSG00000115574,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115575,1,0,0,0,0,0,0,0,0,0,9,0
ENSMUSG00000115576,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115577,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115578,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115579,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115580,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115581,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115582,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115584,0,0,0,3,2,3,1,0,0,0,0,0
ENSMUSG00000115585,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115586,0,0,0,0,0,0,4,0,0,0,0,0
ENSMUSG00000115587,0,0,0,0,0,0,0,0,0,0,8,0
ENSMUSG00000115588,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115589,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115590,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115591,0,0,0,0,0,0,0,5,0,0,0,0
ENSMUSG00000115592,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115593,5,0,1,0,1,5,1,0,0,0,1,0
ENSMUSG00000115594,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115595,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000115596,0,0,0,6,0,1,0,0,0,0,0,0
ENSMUSG00000115597,4,0,0,3,7,0,0,6,0,0,0,0
ENSMUSG00000115598,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115599,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115600,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115601,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115602,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115603,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115604,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000115605,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115606,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115607,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115608,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115609,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115610,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115611,2,0,0,0,0,7,0,0,1,0,0,0
ENSMUSG00000115612,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115613,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115614,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115615,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115616,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115617,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115618,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115619,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115620,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000115621,0,0,0,0,0,0,0,0,0,0,0,0
